index	prediction
669	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
670	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
671	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
672	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
673	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
674	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
675	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
676	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
677	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
678	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
679	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
680	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
681	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
682	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
683	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
684	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
685	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
686	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
687	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
688	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
689	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
690	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
691	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
692	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
693	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
694	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
695	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
696	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
697	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
698	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
699	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
700	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
701	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
702	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
703	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
704	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
705	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
706	['Aggregate', 'Has Target Disease', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
707	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
708	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
709	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
710	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
711	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Has Population Size']
712	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
713	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
714	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
715	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
716	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
717	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
718	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
719	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
720	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
721	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
722	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
723	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
724	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
725	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
726	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
727	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
728	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
729	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
730	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
731	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
732	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
733	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
734	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
735	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
736	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
737	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
738	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
739	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
740	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
741	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
742	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
743	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
744	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)']
745	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
746	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
747	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
748	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
749	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
750	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
751	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
752	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
753	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
754	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
755	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
756	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
757	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
758	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
759	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
760	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
761	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
762	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
763	['Aggregate', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
764	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
765	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
766	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
767	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
768	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
769	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
770	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
771	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
772	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
773	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
774	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
775	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
776	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
777	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
778	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
779	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
780	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
781	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
782	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
783	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
784	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
785	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
786	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
787	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
788	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
789	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
790	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Population Size']
791	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
792	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
793	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
794	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
795	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
796	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
797	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
798	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
799	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
800	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
801	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
802	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
803	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
804	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
805	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)']
806	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
807	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
808	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
809	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
810	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
811	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
812	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
813	['Aggregate', 'Has Human Subjects', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
814	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
815	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
816	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Comparator Group']
817	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
818	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
819	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
820	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
821	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
822	['Aggregate', 'Has Target Disease', 'Has Study Drug(s)']
823	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
824	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
825	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
826	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
827	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
828	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Population Size']
829	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
830	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Study Drug(s)', 'Has Population Size']
831	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Comparator Group']
832	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
833	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
834	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size', 'Has Comparator Group']
835	['Aggregate', 'Has Human Subjects', 'Has Target Disease', 'Cohort Study or Clinical Trial', 'Has Quantitative Outcome Measure', 'Has Study Drug(s)', 'Has Population Size']
